strategy_key,strategy_label,signal_key,signal_label,entry_key,entry_label,exit_key,exit_label,signal_params,description,skipped_stop_broken,trades,completed_trades,win_rate,trade_win_rate,avg_return,avg_trade_return,median_return,median_trade_return,total_return,sum_trade_returns,max_drawdown,trade_sequence_drawdown,worst_trade_return,tail_return_10,avg_holding_days,avg_days,profit_factor,stop_hit_rate,max_hold_exit_rate,sample_gate_pass,edge_gate_pass,sample_gate_status,edge_gate_status,gate_sample,gate_median_trade_return,gate_profit_factor,time_gate_pass,time_gate_status,time_gate_unavailable_reason,time_stability_status,eligible_years,joint_positive_years,joint_positive_year_ratio,positive_year_ratio,median_annual_avg_trade_return,minimum_annual_avg_trade_return,median_annual_profit_factor,minimum_annual_profit_factor,annual_median_trade_return,loyo_fold_count,loyo_pass_count,loyo_pass_ratio,worst_loyo_avg_trade_return,worst_loyo_profit_factor,omitted_year_causing_worst_avg,omitted_year_causing_worst_pf,available_neighbors,eligible_neighbors,neighbor_pass_ratio,raw_eligible_neighbors,raw_neighbor_edge_pass_ratio,effective_eligible_neighbors,effective_neighbor_edge_pass_ratio,parameter_gate_pass,parameter_gate_status,parameter_gate_unavailable_reason,neighbor_median_return_min,neighbor_median_return_max,neighbor_drawdown_min,neighbor_drawdown_max,parameter_stability_status,mandatory_gates_pass,mandatory_gates_passed,mandatory_gate_status,qualification_tier,qualification_reason,qualification_tier_rank,robustness_tier,robustness_tier_rank,regime_stability_status,qualification_rank
score_bo_l20_rm002_erp010__breakout_5d_after_signal__ma50,Score BO L20 R20>=-0.02 ER20>=0.10 / 5D breakout after signal / MA50 trailing,score_bo_l20_rm002_erp010,Score BO L20 R20>=-0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",2,7230,7230,0.4594744121715076,0.4594744121715076,0.009481727185373587,0.009481727185373587,-0.0032287064256494285,-0.0032287064256494285,2.903600549694202e+24,68.55288755025103,-0.9999999999984288,-0.9999999999984288,-0.3257951140812324,-0.04241973433475973,34.356846473029044,34.356846473029044,1.6544505360531607,0.8088520055325035,0.19114799446749653,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.008157736015253558,-0.02487079958242342,1.6857923824705074,0.21937456206331118,0.000783692412859029,8,8,1.0,0.005876247862144205,1.3614353195428996,2023,2023,5,5,1.0,5,1.0,4,1.0,True,Pass,,-0.004439451125409331,-0.0023907731979544416,-0.9999999999998076,-0.9999999999406787,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,136
score_bo_l20_rp000_erp010__breakout_5d_after_signal__ma50,Score BO L20 R20>=0.00 ER20>=0.10 / 5D breakout after signal / MA50 trailing,score_bo_l20_rp000_erp010,Score BO L20 R20>=0.00 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",2,7230,7230,0.4594744121715076,0.4594744121715076,0.009481727185373587,0.009481727185373587,-0.0032287064256494285,-0.0032287064256494285,2.903600549694202e+24,68.55288755025103,-0.9999999999984288,-0.9999999999984288,-0.3257951140812324,-0.04241973433475973,34.356846473029044,34.356846473029044,1.6544505360531607,0.8088520055325035,0.19114799446749653,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.008157736015253558,-0.02487079958242342,1.6857923824705074,0.21937456206331118,0.000783692412859029,8,8,1.0,0.005876247862144205,1.3614353195428996,2023,2023,6,6,1.0,6,1.0,5,1.0,True,Pass,,-0.005840021888617762,-0.0023907731979544416,-0.9999999999998076,-0.9999999999406787,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,137
score_bo_l20_rp002_erp015__signal_2d_confirm__low20_minus_0_5atr,Score BO L20 R20>=0.02 ER20>=0.15 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l20_rp002_erp015,Score BO L20 R20>=0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,5858,5858,0.47029702970297027,0.47029702970297027,0.011884285342629362,0.011884285342629362,-0.0035516264662111535,-0.0035516264662111535,1.9338475861070153e+24,69.6181435371228,-0.9999999999997913,-0.9999999999997913,-0.3124227450303231,-0.05287278809044747,38.19511778764083,38.19511778764083,1.6525747518069287,0.7620348241720724,0.23796517582792762,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.00658266607467398,-0.023525316074384562,1.5143464697631963,0.281368593473527,-0.003296392527327883,8,8,1.0,0.0060573580414394115,1.3128961874805705,2020,2020,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.004773781779981166,-0.0016779615323021507,-0.9999999999999853,-0.9999999999892364,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,138
score_bo_l10_rp002_erp010__signal_2d_confirm__low20,Score BO L10 R20>=0.02 ER20>=0.10 / Signal 2D confirm / Low20 trailing,score_bo_l10_rp002_erp010,Score BO L10 R20>=0.02 ER20>=0.10,signal_2d_confirm,Signal 2D confirm,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,6875,6875,0.46647272727272726,0.46647272727272726,0.011073801942604634,0.011073801942604634,-0.0040994425625899816,-0.0040994425625899816,4.1739931782197936e+26,76.13238835540686,-0.9999999999999368,-0.9999999999999368,-0.19724992717776246,-0.04965324365132984,34.03330909090909,34.03330909090909,1.6508625439327165,0.8299636363636363,0.17003636363636362,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007748370047770139,-0.021803621367077655,1.7538784226823272,0.2508050798774449,-0.002709543558801873,8,8,1.0,0.006150846687482933,1.3469605709809789,2020,2025,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.0044283905669301165,-0.0022672269316257303,-0.9999999999999936,-0.9999999999994269,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,139
score_bo_l20_rm002_erp010__first_signal__low20_minus_0_5atr,Score BO L20 R20>=-0.02 ER20>=0.10 / First signal / Low20 - 0.5ATR trailing,score_bo_l20_rm002_erp010,Score BO L20 R20>=-0.02 ER20>=0.10,first_signal,First signal,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",5,9642,9642,0.47002696535988386,0.47002696535988386,0.010403765255692542,0.010403765255692542,-0.002178123003946984,-0.002178123003946984,7.726720853399984e+34,100.3131045953875,-1.0,-1.0,-0.35437451180251744,-0.0486970509428913,38.3311553619581,38.3311553619581,1.6507507908498025,0.7433105164903547,0.2566894835096453,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007314351634279443,-0.02373993147231255,1.6230107284565114,0.2634422435164167,-0.0023006588477597605,8,8,1.0,0.005835036177392686,1.3419941980652645,2020,2020,5,5,1.0,5,1.0,4,1.0,True,Pass,,-0.0049796650931698255,-0.0016377818429773577,-1.0,-1.0,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,140
score_bo_l20_rp000_erp010__first_signal__low20_minus_0_5atr,Score BO L20 R20>=0.00 ER20>=0.10 / First signal / Low20 - 0.5ATR trailing,score_bo_l20_rp000_erp010,Score BO L20 R20>=0.00 ER20>=0.10,first_signal,First signal,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal이 FALSE에서 TRUE로 처음 바뀐 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",5,9642,9642,0.47002696535988386,0.47002696535988386,0.010403765255692542,0.010403765255692542,-0.002178123003946984,-0.002178123003946984,7.726720853399984e+34,100.3131045953875,-1.0,-1.0,-0.35437451180251744,-0.0486970509428913,38.3311553619581,38.3311553619581,1.6507507908498025,0.7433105164903547,0.2566894835096453,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007314351634279443,-0.02373993147231255,1.6230107284565114,0.2634422435164167,-0.0023006588477597605,8,8,1.0,0.005835036177392686,1.3419941980652645,2020,2020,6,6,1.0,6,1.0,5,1.0,True,Pass,,-0.0049796650931698255,-0.0016377818429773577,-1.0,-1.0,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,141
score_bo_l10_rp002_erp015__signal_2d_confirm__low20,Score BO L10 R20>=0.02 ER20>=0.15 / Signal 2D confirm / Low20 trailing,score_bo_l10_rp002_erp015,Score BO L10 R20>=0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,6661,6661,0.4688485212430566,0.4688485212430566,0.010795866355019081,0.010795866355019081,-0.003924236909090271,-0.003924236909090271,1.8422685464698702e+25,71.9112657907821,-0.9999999999994269,-0.9999999999994269,-0.19724992717776246,-0.048730903689488625,34.116048641345145,34.116048641345145,1.6451265796349561,0.8350097582945504,0.16499024170544963,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.0068593921879106946,-0.020968580199624394,1.6885958062124615,0.26733836962968693,-0.0026687686401263826,8,8,1.0,0.006175940668552627,1.3420814243125117,2020,2025,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.0040994425625899816,-0.0019999182129795106,-0.9999999999999368,-0.9999999999965148,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,142
score_bo_l20_rp002_erp015__signal_2d_confirm__low20,Score BO L20 R20>=0.02 ER20>=0.15 / Signal 2D confirm / Low20 trailing,score_bo_l20_rp002_erp015,Score BO L20 R20>=0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,6052,6052,0.4702577660277594,0.4702577660277594,0.010887791518371798,0.010887791518371798,-0.004040914475823885,-0.004040914475823885,1.275795105069861e+23,65.89291426918612,-0.9999999999965148,-0.9999999999965148,-0.2474134292009741,-0.048141669651592625,34.125413086582945,34.125413086582945,1.6440020228477494,0.8341044282881692,0.1658955717118308,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006876541891673877,-0.021558212569665582,1.6770481110829776,0.2685293745517296,-0.000794829254441019,8,8,1.0,0.006584503075820094,1.349486051170594,2020,2023,4,4,1.0,4,1.0,4,1.0,True,Pass,,-0.00564045394124185,-0.002121591733172055,-0.9999999999996261,-0.999999999936284,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,143
score_bo_l10_rp002_erp015__signal_2d_confirm__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.15 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l10_rp002_erp015,Score BO L10 R20>=0.02 ER20>=0.15,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.15, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,6446,6446,0.4672665218740304,0.4672665218740304,0.01164468039012456,0.01164468039012456,-0.0036911872213235535,-0.0036911872213235535,1.5290059309442916e+26,75.06160979474292,-0.999999999999979,-0.999999999999979,-0.2552564670715264,-0.05298547885684807,38.07539559416693,38.07539559416693,1.642607163596766,0.7621780949426,0.23782190505739995,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.0071096088314723666,-0.022985044315425272,1.6310794779422189,0.2801538883343106,-0.0048389933622514075,8,8,1.0,0.005481517663351064,1.2852372655555069,2020,2020,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.0038373573520086284,-0.0014469135518891934,-0.9999999999999987,-0.9999999999997913,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,144
score_bo_l20_rp002_erp010__breakout_5d_after_signal__ma50,Score BO L20 R20>=0.02 ER20>=0.10 / 5D breakout after signal / MA50 trailing,score_bo_l20_rp002_erp010,Score BO L20 R20>=0.02 ER20>=0.10,breakout_5d_after_signal,5D breakout after signal,ma50,MA50 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: 첫 signal 이후 5거래일 안에 종가가 직전 5일 고점을 돌파하면 다음 거래일 open에 진입합니다. Exit: MA50을 price stop으로 사용합니다. 느리지만 noise가 적은 stop입니다.",2,5865,5865,0.46462063086104005,0.46462063086104005,0.010851088723682543,0.010851088723682543,-0.005840021888617762,-0.005840021888617762,2.7215310959352807e+22,63.64163536439811,-0.9999999999969805,-0.9999999999969805,-0.3257951140812324,-0.04644442903405513,34.33503836317136,34.33503836317136,1.6414909751620423,0.8274509803921568,0.17254901960784313,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.00857979771585819,-0.02725385964559697,1.6167099431867988,0.2075045149538243,-0.0008980117893310196,8,8,1.0,0.0056640656265651654,1.2976805526901893,2023,2023,5,5,1.0,5,1.0,5,1.0,True,Pass,,-0.008330543097142649,-0.0032287064256494285,-0.9999999999988995,-0.9999999998898668,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,145
score_bo_l20_rm002_erp010__signal_2d_confirm__low20_minus_0_5atr,Score BO L20 R20>=-0.02 ER20>=0.10 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l20_rm002_erp010,Score BO L20 R20>=-0.02 ER20>=0.10,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": -0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,7497,7497,0.4680538882219554,0.4680538882219554,0.010164072493268117,0.010164072493268117,-0.0023238365010589384,-0.0023238365010589384,4.584419534101885e+26,76.20005148203107,-0.9999999999999907,-0.9999999999999907,-0.3124227450303231,-0.049245650411890975,38.56582633053221,38.56582633053221,1.6399420115961272,0.7434973989595839,0.25650260104041617,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006307996238046253,-0.022323464219667966,1.5188925747756012,0.27462360510601497,-0.0025383686888497663,8,8,1.0,0.0056756991084857735,1.333566731270685,2020,2020,5,5,1.0,5,1.0,4,1.0,True,Pass,,-0.0028451496435085138,-0.0016779615323021507,-0.9999999999999993,-0.9999999999977255,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,146
score_bo_l20_rp000_erp010__signal_2d_confirm__low20_minus_0_5atr,Score BO L20 R20>=0.00 ER20>=0.10 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l20_rp000_erp010,Score BO L20 R20>=0.00 ER20>=0.10,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.0, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,7497,7497,0.4680538882219554,0.4680538882219554,0.010164072493268117,0.010164072493268117,-0.0023238365010589384,-0.0023238365010589384,4.584419534101885e+26,76.20005148203107,-0.9999999999999907,-0.9999999999999907,-0.3124227450303231,-0.049245650411890975,38.56582633053221,38.56582633053221,1.6399420115961272,0.7434973989595839,0.25650260104041617,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006307996238046253,-0.022323464219667966,1.5188925747756012,0.27462360510601497,-0.0025383686888497663,8,8,1.0,0.0056756991084857735,1.333566731270685,2020,2020,6,6,1.0,6,1.0,5,1.0,True,Pass,,-0.0037693841030042013,-0.0016779615323021507,-0.9999999999999993,-0.9999999999977255,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,147
score_bo_l20_rp002_erp010__signal_2d_confirm__low20_minus_0_5atr,Score BO L20 R20>=0.02 ER20>=0.10 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l20_rp002_erp010,Score BO L20 R20>=0.02 ER20>=0.10,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.1, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 20}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,5999,5999,0.4684114019003167,0.4684114019003167,0.011713382536896876,0.011713382536896876,-0.0037693841030042013,-0.0037693841030042013,1.7392288593260084e+24,70.26858183884436,-0.9999999999999853,-0.9999999999999853,-0.3124227450303231,-0.053712191475986756,38.0808468078013,38.0808468078013,1.6334873605214506,0.763293882313719,0.23670611768628105,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.006585507404687699,-0.02469110828173619,1.5310084199833247,0.26336840811413303,-0.003173793679513535,8,8,1.0,0.005730133598118551,1.2926680382903855,2020,2020,5,5,1.0,5,1.0,5,1.0,True,Pass,,-0.0053639627275010576,-0.0023238365010589384,-0.9999999999999989,-0.9999999999950542,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,148
score_bo_l10_rp002_erp005__signal_2d_confirm__low20_minus_0_5atr,Score BO L10 R20>=0.02 ER20>=0.05 / Signal 2D confirm / Low20 - 0.5ATR trailing,score_bo_l10_rp002_erp005,Score BO L10 R20>=0.02 ER20>=0.05,signal_2d_confirm,Signal 2D confirm,low20_minus_0_5atr,Low20 - 0.5ATR trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Low20에서 0.5 ATR buffer를 둔 stop입니다. 작은 흔들림에 의한 stop-out 감소를 테스트합니다.",0,6722,6722,0.46295745313894676,0.46295745313894676,0.01181075915543935,0.01181075915543935,-0.004150312642743235,-0.004150312642743235,2.4522888184811266e+27,79.39192304286331,-0.9999999999999999,-0.9999999999999999,-0.2552564670715264,-0.054662147375261906,37.941981553109194,37.941981553109194,1.6326384056132535,0.7576614102945551,0.2423385897054448,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.008767038367971202,-0.02552410785599593,1.7342569315309277,0.24002915255203833,-0.004707553282202735,8,8,1.0,0.005293985155078981,1.2681679018799972,2020,2020,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.004119272939898997,-0.0019936505423188127,-0.9999999999999998,-0.9999999999999987,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,149
score_bo_l10_rp002_erp005__signal_2d_confirm__low20,Score BO L10 R20>=0.02 ER20>=0.05 / Signal 2D confirm / Low20 trailing,score_bo_l10_rp002_erp005,Score BO L10 R20>=0.02 ER20>=0.05,signal_2d_confirm,Signal 2D confirm,low20,Low20 trailing,"{""close_filter"": ""close > ma50"", ""er20_min"": 0.05, ""family"": ""score_breakout"", ""r20_min"": 0.02, ""score_lookback"": 10}","Signal: Score breakout signal. Score가 직전 lookback 거래일 고점을 돌파하고, R20/ER20 최소 조건과 close > MA50 조건을 만족할 때 TRUE입니다. Score는 0.65*TE63 + 0.35*TE126이며, TE는 return과 efficiency ratio를 곱한 trend-energy 지표입니다. Entry: Signal TRUE가 2거래일 연속 유지된 날을 확인하고 다음 거래일 open에 진입합니다. Exit: Initial stop은 signal-day Low20입니다. 현재 Suggested Stop 아이디어와 가장 직접적으로 대응합니다.",0,6964,6964,0.46367030442274554,0.46367030442274554,0.01090321830539458,0.01090321830539458,-0.0044283905669301165,-0.0044283905669301165,2.256738506177683e+26,75.93001227876786,-0.9999999999999936,-0.9999999999999936,-0.20904966242627887,-0.04998211514976514,33.9292073520965,33.9292073520965,1.632086682685273,0.8285468121769098,0.1714531878230902,True,True,Pass,Pass,Pass,Diagnostic,Pass,False,Fail,,Fail,8,4,0.5,0.5,0.007865676464550532,-0.02267218998834354,1.7701663240133474,0.2391036677912888,-0.0027174037186997718,8,8,1.0,0.005849104306025223,1.3209455282787887,2020,2025,3,3,1.0,3,1.0,3,1.0,True,Pass,,-0.004627319152954888,-0.002487154415337865,-0.9999999999999902,-0.9999999999999368,Pass,False,3,Fail,Not qualified,Failed mandatory gates: Time.,0,Not qualified,0,Not available,150
